12,14
13,14
14,14
15,14
16,14
17,14
18,14
19,14
20,14
21,14
22,14
24,14
25,14
26,14
27,14
28,14
29,14
30,14
31,14
32,14
33,14
99,14
//    PEDSUB NUMBER 15 (HAVEN'T A CLUE. COULDN'T GIVE A TOSS, FRANKLY.)
33				// Number of substitutions
1,15
2,15
3,15
4,15
5,15
6,15
7,15
8,15
9,15
10,15
11,15
12,15
13,15
14,15
15,15
16,15
17,15
18,15
19,15
20,15
21,15
22,15
24,15
25,15
26,15
27,15
28,15
29,15
30,15
31,15
32,15
33,15
99,15
//    PEDSUB NUMBER 16 (NOBBY IN FETCHING CREAM BLOUSON)
33				// Number of substitutions
1,16
2,16
3,16
4,16
5,16
6,16
7,16
8,16
9,16
10,16
11,16
12,16
13,16
14,16
15,16
16,16
17,16
18,16
19,16
20,16
21,16
22,16
24,16
25,16
26,16
27,16
28,16
29,16
30,16
31,16
32,16
33,16
99,16
//    PEDSUB NUMBER 17 (LARGE TRUNK-CLAD HOMOSEXUAL)
33				// Number of substitutions
1,17
2,17
3,17
4,17
5,17
6,17
7,17
8,17
9,17
10,17
11,17
12,17
13,17
14,17
15,17
16,17
17,17
18,17
19,17
20,17
21,17
22,17
24,17
25,17
26,17
27,17
28,17
29,17
30,17
31,17
32,17
33,17
99,17
//    PEDSUB NUMBER 18 (OLD GUB)
33				// Number of substitutions
1,18
2,18
3,18
4,18
5,18
6,18
7,18
8,18
9,18
10,18
11,18
12,18
13,18
14,18
15,18
16,18
17,18
18,18
19,18
20,18
21,18
22,18
24,18
25,18
26,18
27,18
28,18
29,18
30,18
31,18
32,18
33,18
99,18
//    PEDSUB NUMBER 19 (IT'S RIDGE RACER GRRRL! NEVER MADE IT IN, UNFORTUNATELY)
33				// Number of substitutions
1,19
2,19
3,19
4,19
5,19
6,19
7,19
8,19
9,19
10,19
11,19
12,19
13,19
14,19
15,19
16,19
17,19
18,19
19,19
20,19
21,19
22,19
24,19
25,19
26,19
27,19
28,19
29,19
30,19
31,19
32,19
33,19
99,19
//    PEDSUB NUMBER 20 (FOOTBALL FAGGOT#1)
33				// Number of substitutions
1,20
2,20
3,20
4,20
5,20
6,20
7,20
8,20
9,20
10,20
11,20
12,20
13,20
14,20
15,20
16,20
17,20
18,20
19,20
20,20
21,20
22,20
24,20
25,20
26,20
27,20
28,20
29,20
30,20
31,20
32,20
33,20
99,20
//    PEDSUB NUMBER 21 (FOOTBALL FAGGOT#2)
33				// Number of substitutions
1,21
2,21
3,21
4,21
5,21
6,21
7,21
8,21
9,21
10,21
11,21
12,21
13,21
14,21
15,21
16,21
17,21
18,21
19,21
20,21
21,21
22,21
24,21
25,21
26,21
27,21
28,21
29,21
30,21
31,21
32,21
33,21
99,21
//    PEDSUB NUMBER 22 (LEATHER GRRRL. OOH!)
33				// Number of substitutions
1,22
2,22
3,22
4,22
5,22
6,22
7,22
8,22
9,22
10,22
11,22
12,22
13,22
14,22
15,22
16,22
17,22
18,22
19,22
20,22
21,22
22,22
24,22
25,22
26,22
27,22
28,22
29,22
30,22
31,22
32,22
33,22
99,22
//    PEDSUB NUMBER 24 (SHORT SKIRTED LOLITA TEMPTRESS BITCH SLUT)
33				// Number of substitutions
1,24
2,24
3,24
4,24
5,24
6,24
7,24
8,24
9,24
10,24
11,24
12,24
13,24
14,24
15,24
16,24
17,24
18,24
19,24
20,24
21,24
22,24
24,24
25,24
26,24
27,24
28,24
29,24
30,24
31,24
32,24
33,24
99,24
//    PEDSUB NUMBER 25 (FIVE WORDS THAT SPEAK MORE FOR THE SPIRIT OF HUMANITY THAN LOTS MORE PROBABLY WOULD... "I WAS IN THE WAR")
33				// Number of substitutions
1,25
2,25
3,25
4,25
5,25
6,25
7,25
8,25
9,25
10,25
11,25
12,25
13,25
14,25
15,25
16,25
17,25
18,25
19,25
20,25
21,25
22,25
24,25
25,25
26,25
27,25
28,25
29,25
30,25
31,25
32,25
33,25
99,25
//    PEDSUB NUMBER 27 (GREEN SKI BINT)
33				// Number of substitutions
1,27
2,27
3,27
4,27
5,27
6,27
7,27
8,27
9,27
10,27
11,27
12,27
13,27
14,27
15,27
16,27
17,27
18,27
19,27
20,27
21,27
22,27
24,27
25,27
26,27
27,27
28,27
29,27
30,27
31,27
32,27
33,27
99,27
//    PEDSUB NUMBER 28 (DA BISHOP!)
33				// Number of substitutions
1,28
2,28
3,28
4,28
5,28
6,28
7,28
8,28
9,28
10,28
11,28
12,28
13,28
14,28
15,28
16,28
17,28
18,28
19,28
20,28
21,28
22,28
24,28
25,28
26,28
27,28
28,28
29,28
30,28
31,28
32,28
33,28
99,28
//    PEDSUB NUMBER 29 (BATWICK MUST DIE)
33				// Number of substitutions
1,29
2,29
3,29
4,29
5,29
6,29
7,29
8,29
9,29
10,29
11,29
12,29
13,29
14,29
15,29
16,29
17,29
18,29
19,29
20,29
21,29
22,29
24,29
25,29
26,29
27,29
28,29
29,29
30,29
31,29
32,29
33,29
99,29
//    PEDSUB NUMBER 30 (SKI-BOY)
33				// Number of substitutions
1,30
2,30
3,30
4,30
5,30
6,30
7,30
8,30
9,30
10,30
11,30
12,30
13,30
14,30
15,30
16,30
17,30
18,30
19,30
20,30
21,30
22,30
24,30
25,30
26,30
27,30
28,30
29,30
30,30
31,30
32,30
33,30
99,30
//    PEDSUB NUMBER 31 (WINTERY TART IN GREY)
33				// Number of substitutions
1,31
2,31
3,31
4,31
5,31
6,31
7,31
8,31
9,31
10,31
11,31
12,31
13,31
14,31
15,31
16,31
17,31
18,31
19,31
20,31
21,31
22,31
24,31
25,31
26,31
27,31
28,31
29,31
30,31
31,31
32,31
33,31
99,31
//    PEDSUB NUMBER 32 (COMPLETE IRRELEVANCE)
33				// Number of substitutions
1,32
2,32
3,32
4,32
5,32
6,32
7,32
8,32
9,32
10,32
11,32
12,32
13,32
14,32
15,32
16,32
17,32
18,32
19,32
20,32
21,32
22,32
24,32
25,32
26,32
27,32
28,32
29,32
30,32
31,32
32,32
33,32
99,32
//    PEDSUB NUMBER 33 (CRUMPY BOY!)
33				// Number of substitutions
1,33
2,33
3,33
4,33
5,33
6,33
7,33
8,33
9,33
10,33
11,33
12,33
13,33
14,33
15,33
16,33
17,33
18,33
19,33
20,33
21,33
22,33
24,33
25,33
26,33
27,33
28,33
29,33
30,33
31,33
32,33
33,33
99,33
